iter	Passed	Remaining
1676	10417	20643
1677	10423	20636
1678	10429	20629
1679	10436	20625
1680	10444	20621
1681	10450	20614
1682	10456	20608
1683	10462	20602
1684	10468	20596
1685	10476	20591
1686	10482	20584
1687	10487	20578
1688	10493	20571
1689	10500	20565
1690	10505	20557
1691	10511	20550
1692	10517	20543
1693	10522	20536
1694	10528	20529
1695	10534	20522
1696	10540	20515
1697	10546	20508
1698	10551	20501
1699	10558	20495
1700	10564	20488
1701	10570	20482
1702	10576	20476
1703	10582	20469
1704	10588	20463
1705	10595	20458
1706	10601	20451
1707	10607	20444
1708	10613	20438
1709	10619	20431
1710	10624	20423
1711	10630	20416
1712	10636	20410
1713	10642	20403
1714	10648	20396
1715	10653	20388
1716	10659	20381
1717	10665	20375
1718	10671	20369
1719	10678	20362
1720	10684	20356
1721	10690	20351
1722	10696	20344
1723	10702	20338
1724	10708	20330
1725	10714	20323
1726	10720	20317
1727	10726	20310
1728	10731	20303
1729	10737	20296
1730	10743	20289
1731	10749	20282
1732	10755	20275
1733	10761	20268
1734	10767	20262
1735	10773	20255
1736	10778	20248
1737	10784	20241
1738	10790	20235
1739	10796	20228
1740	10802	20221
1741	10808	20213
1742	10813	20207
1743	10819	20200
1744	10826	20195
1745	10833	20191
1746	10839	20184
1747	10846	20179
1748	10853	20173
1749	10859	20168
1750	10865	20161
1751	10871	20154
1752	10877	20147
1753	10883	20141
1754	10889	20135
1755	10897	20131
1756	10904	20127
1757	10912	20124
1758	10919	20119
1759	10925	20112
1760	10933	20109
1761	10939	20103
1762	10945	20096
1763	10951	20089
1764	10956	20082
1765	10964	20078
1766	10972	20075
1767	10978	20070
1768	10985	20065
1769	10992	20059
1770	10998	20052
1771	11005	20048
1772	11011	20041
1773	11017	20036
1774	11023	20029
1775	11029	20022
1776	11035	20016
1777	11042	20009
1778	11048	20003
1779	11053	19996
1780	11060	19990
1781	11066	19983
1782	11072	19977
1783	11077	19970
1784	11083	19963
1785	11090	19957
1786	11096	19950
1787	11102	19944
1788	11108	19938
1789	11114	19931
1790	11120	19925
1791	11126	19918
1792	11132	19911
1793	11138	19904
1794	11143	19897
1795	11150	19891
1796	11155	19884
1797	11161	19877
1798	11167	19870
1799	11173	19863
1800	11179	19857
1801	11186	19852
1802	11192	19846
1803	11198	19839
1804	11204	19833
1805	11211	19827
1806	11218	19823
1807	11224	19816
1808	11230	19810
1809	11237	19804
1810	11243	19798
1811	11249	19792
1812	11255	19785
1813	11261	19778
1814	11267	19772
1815	11273	19765
1816	11279	19759
1817	11285	19752
1818	11291	19745
1819	11297	19738
1820	11303	19732
1821	11308	19725
1822	11314	19718
1823	11320	19711
1824	11326	19704
1825	11332	19697
1826	11337	19690
1827	11343	19683
1828	11349	19677
1829	11355	19670
1830	11361	19664
1831	11367	19657
1832	11373	19650
1833	11379	19643
1834	11385	19636
1835	11390	19630
1836	11396	19623
1837	11402	19616
1838	11408	19609
1839	11413	19602
1840	11419	19595
1841	11425	19589
1842	11431	19582
1843	11437	19575
1844	11443	19569
1845	11449	19562
1846	11455	19555
1847	11461	19548
1848	11467	19542
1849	11473	19535
1850	11479	19528
1851	11484	19521
1852	11490	19514
1853	11496	19507
1854	11502	19500
1855	11507	19493
1856	11513	19486
1857	11519	19479
1858	11525	19472
1859	11531	19467
1860	11539	19464
1861	11547	19460
1862	11554	19455
1863	11560	19448
1864	11566	19442
1865	11572	19435
1866	11577	19428
1867	11584	19424
1868	11592	19419
1869	11598	19413
1870	11606	19410
1871	11612	19403
1872	11619	19398
1873	11625	19393
1874	11632	19388
1875	11639	19382
1876	11645	19376
1877	11651	19369
1878	11657	19363
1879	11664	19358
1880	11671	19353
1881	11678	19347
1882	11684	19341
1883	11692	19338
1884	11699	19332
1885	11706	19328
1886	11712	19321
1887	11718	19314
1888	11723	19307
1889	11729	19300
1890	11735	19294
1891	11741	19287
1892	11747	19280
1893	11753	19273
1894	11758	19267
1895	11765	19261
1896	11772	19257
1897	11779	19252
1898	11788	19249
1899	11802	19256
1900	11807	19248
1901	11813	19241
1902	11818	19234
1903	11824	19226
1904	11829	19219
1905	11835	19212
1906	11841	19206
1907	11849	19202
1908	11856	19196
1909	11861	19190
1910	11867	19183
1911	11873	19176
1912	11879	19170
1913	11887	19166
1914	11894	19161
1915	11900	19155
1916	11907	19149
1917	11913	19142
1918	11919	19136
1919	11925	19129
1920	11931	19123
1921	11936	19116
1922	11943	19110
1923	11948	19103
1924	11955	19097
1925	11961	19091
1926	11968	19086
1927	11975	19081
1928	11981	19074
1929	11988	19069
1930	11995	19064
1931	12002	19059
1932	12008	19053
1933	12015	19047
1934	12021	19041
1935	12028	19036
1936	12035	19031
1937	12040	19024
1938	12046	19017
1939	12052	19011
1940	12058	19004
1941	12064	18997
1942	12070	18990
1943	12076	18983
1944	12082	18977
1945	12087	18970
1946	12093	18963
1947	12099	18957
1948	12106	18951
1949	12112	18945
1950	12118	18938
1951	12124	18931
1952	12130	18925
1953	12135	18918
1954	12142	18913
1955	12148	18906
1956	12155	18900
1957	12161	18894
1958	12167	18888
1959	12173	18881
1960	12179	18875
1961	12185	18868
1962	12191	18862
1963	12197	18855
1964	12204	18849
1965	12210	18844
1966	12216	18837
1967	12222	18830
1968	12228	18824
1969	12234	18817
1970	12240	18811
1971	12246	18804
1972	12252	18797
1973	12258	18790
1974	12263	18784
1975	12270	18778
1976	12291	18795
1977	12297	18787
1978	12302	18779
1979	12308	18772
1980	12313	18765
1981	12319	18759
1982	12338	18772
1983	12343	18764
1984	12350	18758
1985	12356	18752
1986	12362	18745
1987	12368	18738
1988	12374	18732
1989	12380	18726
1990	12387	18720
1991	12394	18716
1992	12400	18710
1993	12408	18705
1994	12415	18700
1995	12422	18696
1996	12429	18690
1997	12436	18685
1998	12442	18679
1999	12448	18673
2000	12455	18668
2001	12463	18664
2002	12469	18658
2003	12475	18651
2004	12482	18645
2005	12488	18639
2006	12494	18632
2007	12500	18625
2008	12506	18619
2009	12513	18613
2010	12519	18607
2011	12525	18600
2012	12531	18594
2013	12537	18587
2014	12543	18581
2015	12548	18574
2016	12554	18567
2017	12560	18560
2018	12566	18554
2019	12572	18547
2020	12578	18540
2021	12584	18534
2022	12590	18527
2023	12595	18520
2024	12601	18513
2025	12607	18506
2026	12613	18499
2027	12618	18492
2028	12624	18486
2029	12631	18480
2030	12637	18473
2031	12643	18467
2032	12649	18460
2033	12655	18454
2034	12661	18448
2035	12668	18442
2036	12674	18435
2037	12680	18429
2038	12686	18423
2039	12692	18416
2040	12699	18411
2041	12708	18409
2042	12717	18406
2043	12725	18402
2044	12731	18396
2045	12737	18389
2046	12743	18383
2047	12749	18377
2048	12756	18372
2049	12762	18365
2050	12770	18361
2051	12777	18357
2052	12784	18352
2053	12791	18346
2054	12797	18339
2055	12802	18332
2056	12809	18326
2057	12815	18320
2058	12823	18316
2059	12830	18310
2060	12836	18304
2061	12842	18298
2062	12848	18291
2063	12854	18285
2064	12860	18278
2065	12867	18272
2066	12873	18267
2067	12879	18260
2068	12885	18254
2069	12891	18247
2070	12897	18240
2071	12903	18234
2072	12909	18227
2073	12915	18221
2074	12921	18214
2075	12927	18208
2076	12933	18201
2077	12939	18194
2078	12945	18188
2079	12951	18181
2080	12959	18177
2081	12965	18171
2082	12971	18164
2083	12977	18158
2084	12983	18151
2085	12988	18144
2086	12995	18139
2087	13002	18133
2088	13008	18127
2089	13015	18121
2090	13021	18115
2091	13027	18109
2092	13033	18102
2093	13039	18095
2094	13045	18089
2095	13051	18082
2096	13057	18075
2097	13063	18069
2098	13069	18063
2099	13075	18056
2100	13081	18050
2101	13087	18044
2102	13093	18037
2103	13099	18030
2104	13105	18024
2105	13111	18017
2106	13117	18010
2107	13123	18004
2108	13129	17997
2109	13136	17992
2110	13142	17985
2111	13148	17979
2112	13154	17973
2113	13160	17966
2114	13167	17961
2115	13174	17956
2116	13180	17950
2117	13186	17943
2118	13193	17937
2119	13199	17930
2120	13205	17924
2121	13211	17918
2122	13217	17911
2123	13222	17904
2124	13229	17898
2125	13235	17892
2126	13241	17885
2127	13247	17879
2128	13253	17872
2129	13259	17865
2130	13265	17859
2131	13271	17853
2132	13277	17846
2133	13283	17840
2134	13289	17833
2135	13295	17826
2136	13301	17820
2137	13307	17813
2138	13313	17807
2139	13319	17800
2140	13325	17794
2141	13330	17787
2142	13336	17780
2143	13342	17773
2144	13348	17766
2145	13354	17759
2146	13360	17753
2147	13365	17746
2148	13371	17739
2149	13377	17733
2150	13383	17726
2151	13389	17719
2152	13395	17712
2153	13400	17706
2154	13406	17699
2155	13412	17692
2156	13418	17685
2157	13423	17678
2158	13430	17672
2159	13436	17666
2160	13442	17659
2161	13447	17652
2162	13453	17645
2163	13459	17639
2164	13465	17632
2165	13471	17626
2166	13477	17619
2167	13483	17613
2168	13489	17606
2169	13495	17600
2170	13501	17593
2171	13507	17587
2172	13513	17580
2173	13519	17573
2174	13524	17566
2175	13530	17559
2176	13536	17553
2177	13542	17546
2178	13548	17540
2179	13555	17535
2180	13562	17530
2181	13568	17523
2182	13574	17517
2183	13580	17510
2184	13586	17504
2185	13592	17497
2186	13598	17490
2187	13604	17484
2188	13610	17477
2189	13616	17471
2190	13622	17465
2191	13628	17458
2192	13634	17452
2193	13640	17445
2194	13646	17439
2195	13652	17432
2196	13658	17425
2197	13664	17418
2198	13670	17412
2199	13676	17406
2200	13682	17399
2201	13687	17392
2202	13694	17386
2203	13699	17379
2204	13705	17373
2205	13711	17366
2206	13717	17359
2207	13723	17353
2208	13729	17347
2209	13735	17340
2210	13741	17334
2211	13747	17327
2212	13753	17321
2213	13759	17314
2214	13766	17308
2215	13771	17301
2216	13777	17295
2217	13783	17288
2218	13789	17281
2219	13794	17274
2220	13800	17268
2221	13808	17263
2222	13814	17257
2223	13821	17252
2224	13828	17247
2225	13836	17242
2226	13844	17238
2227	13849	17231
2228	13856	17225
2229	13863	17220
2230	13870	17215
2231	13877	17209
2232	13883	17203
2233	13889	17196
2234	13895	17190
2235	13901	17184
2236	13908	17179
2237	13915	17173
2238	13922	17168
2239	13929	17162
2240	13935	17156
2241	13941	17149
2242	13950	17146
2243	13956	17140
2244	13962	17134
2245	13968	17128
2246	13975	17122
2247	13981	17116
2248	13989	17111
2249	13995	17105
2250	14002	17100
2251	14010	17096
2252	14018	17092
2253	14026	17087
2254	14032	17081
2255	14038	17075
2256	14045	17069
2257	14052	17064
2258	14059	17059
2259	14065	17052
2260	14071	17046
2261	14077	17039
2262	14083	17033
2263	14089	17027
2264	14095	17020
2265	14103	17016
2266	14110	17010
2267	14117	17005
2268	14123	16999
2269	14129	16993
2270	14137	16988
2271	14143	16981
2272	14149	16975
2273	14155	16969
2274	14161	16963
2275	14168	16957
2276	14174	16950
2277	14180	16944
2278	14186	16937
2279	14192	16931
2280	14198	16924
2281	14203	16917
2282	14209	16911
2283	14215	16904
2284	14221	16897
2285	14227	16891
2286	14233	16884
2287	14239	16878
2288	14246	16872
2289	14252	16866
2290	14258	16859
2291	14263	16852
2292	14269	16846
2293	14275	16839
2294	14281	16833
2295	14287	16826
2296	14293	16820
2297	14299	16813
2298	14305	16806
2299	14311	16799
2300	14316	16793
2301	14323	16787
2302	14329	16780
2303	14335	16774
2304	14340	16767
2305	14348	16762
2306	14355	16756
2307	14361	16750
2308	14367	16744
2309	14373	16737
2310	14379	16731
2311	14385	16725
2312	14391	16718
2313	14397	16712
2314	14403	16705
2315	14409	16699
2316	14415	16692
2317	14421	16685
2318	14426	16678
2319	14432	16672
2320	14438	16665
2321	14444	16658
2322	14450	16652
2323	14456	16645
2324	14462	16639
2325	14468	16632
2326	14473	16626
2327	14479	16619
2328	14486	16613
2329	14491	16606
2330	14497	16599
2331	14503	16593
2332	14509	16586
2333	14515	16580
2334	14521	16573
2335	14527	16566
2336	14533	16560
2337	14539	16554
2338	14545	16548
2339	14551	16541
2340	14557	16534
2341	14562	16527
2342	14568	16521
2343	14574	16514
2344	14580	16508
2345	14587	16502
2346	14595	16498
2347	14603	16494
2348	14611	16489
2349	14618	16484
2350	14624	16477
2351	14629	16471
2352	14636	16465
2353	14643	16459
2354	14650	16454
2355	14656	16447
2356	14662	16441
2357	14667	16434
2358	14673	16428
2359	14680	16421
2360	14686	16416
2361	14692	16409
2362	14700	16405
2363	14706	16398
2364	14713	16393
2365	14719	16386
2366	14726	16381
2367	14733	16375
2368	14741	16371
2369	14747	16365
2370	14754	16360
2371	14761	16354
2372	14768	16348
2373	14774	16342
2374	14780	16336
2375	14786	16330
2376	14792	16323
2377	14799	16317
2378	14806	16312
2379	14812	16306
2380	14818	16299
2381	14823	16292
2382	14829	16286
2383	14835	16279
2384	14841	16273
2385	14847	16266
2386	14853	16260
2387	14859	16253
2388	14865	16247
2389	14872	16240
2390	14879	16235
2391	14884	16229
2392	14891	16223
2393	14898	16218
2394	14906	16213
2395	14917	16212
2396	14924	16206
2397	14930	16200
2398	14935	16193
2399	14941	16187
2400	14947	16180
2401	14954	16174
2402	14962	16170
2403	14969	16165
2404	14976	16160
2405	14982	16153
2406	14989	16147
2407	14994	16140
2408	15000	16133
2409	15008	16129
2410	15016	16124
2411	15022	16118
2412	15028	16112
2413	15034	16105
2414	15041	16100
2415	15048	16095
2416	15056	16090
2417	15061	16083
2418	15067	16077
2419	15073	16070
2420	15079	16063
2421	15086	16058
2422	15093	16052
2423	15099	16046
2424	15106	16041
2425	15113	16035
2426	15119	16029
2427	15128	16025
2428	15134	16019
2429	15141	16013
2430	15147	16007
2431	15153	16001
2432	15160	15995
2433	15168	15990
2434	15175	15985
2435	15183	15980
2436	15190	15975
2437	15196	15969
2438	15202	15963
2439	15208	15956
2440	15214	15950
2441	15220	15943
2442	15226	15937
2443	15234	15932
2444	15241	15927
2445	15247	15920
2446	15253	15914
2447	15260	15908
2448	15266	15902
2449	15272	15896
2450	15278	15889
2451	15284	15883
2452	15292	15878
2453	15299	15872
2454	15305	15866
2455	15311	15860
2456	15317	15854
2457	15323	15847
2458	15329	15840
2459	15335	15834
2460	15341	15827
2461	15347	15820
2462	15353	15814
2463	15359	15808
2464	15365	15801
2465	15371	15795
2466	15377	15788
2467	15382	15781
2468	15389	15776
2469	15395	15769
2470	15401	15763
2471	15407	15756
2472	15413	15750
2473	15420	15744
2474	15426	15738
2475	15433	15732
2476	15439	15725
2477	15444	15719
2478	15450	15712
2479	15456	15705
2480	15461	15698
2481	15467	15692
2482	15473	15685
2483	15479	15678
2484	15485	15672
2485	15491	15665
2486	15497	15659
2487	15504	15653
2488	15509	15647
2489	15515	15640
2490	15522	15634
2491	15529	15629
2492	15536	15623
2493	15543	15617
2494	15549	15611
2495	15555	15605
2496	15561	15599
2497	15568	15593
2498	15574	15587
2499	15581	15581
2500	15586	15574
2501	15592	15567
2502	15598	15561
2503	15605	15555
2504	15610	15548
2505	15616	15541
2506	15622	15535
2507	15628	15528
2508	15634	15521
2509	15639	15515
2510	15645	15508
2511	15651	15502
2512	15657	15495
2513	15663	15489
2514	15669	15482
2515	15675	15476
2516	15683	15471
2517	15689	15465
2518	15695	15458
2519	15701	15452
2520	15707	15445
2521	15713	15438
2522	15718	15432
2523	15724	15425
2524	15730	15419
2525	15736	15412
2526	15742	15406
2527	15748	15399
2528	15754	15392
2529	15760	15386
2530	15765	15379
2531	15772	15373
2532	15778	15367
2533	15784	15360
2534	15790	15354
2535	15796	15347
2536	15802	15341
2537	15808	15335
2538	15814	15328
2539	15820	15322
2540	15827	15316
2541	15835	15312
2542	15843	15307
2543	15850	15302
2544	15856	15295
2545	15862	15289
2546	15868	15282
2547	15875	15277
2548	15881	15270
2549	15887	15264
2550	15893	15258
2551	15900	15252
2552	15908	15248
2553	15915	15242
2554	15921	15236
2555	15927	15229
2556	15933	15223
2557	15940	15218
2558	15947	15212
2559	15953	15205
2560	15959	15199
2561	15965	15193
2562	15972	15187
2563	15978	15180
2564	15984	15174
2565	15990	15167
2566	15996	15161
2567	16002	15154
2568	16008	15148
2569	16015	15142
2570	16021	15136
2571	16026	15129
2572	16032	15123
2573	16038	15116
2574	16044	15109
2575	16050	15103
2576	16057	15098
2577	16065	15093
2578	16071	15087
2579	16078	15080
2580	16084	15074
2581	16090	15068
2582	16096	15062
2583	16102	15055
2584	16108	15049
2585	16114	15042
2586	16120	15036
2587	16126	15029
2588	16132	15023
2589	16138	15016
2590	16143	15009
2591	16149	15003
2592	16155	14996
2593	16161	14990
2594	16167	14983
2595	16173	14977
2596	16179	14971
2597	16185	14964
2598	16191	14958
2599	16197	14951
2600	16203	14944
2601	16208	14938
2602	16214	14931
2603	16220	14924
2604	16226	14918
2605	16232	14912
2606	16238	14905
2607	16244	14898
2608	16250	14892
2609	16256	14886
2610	16262	14879
2611	16268	14873
2612	16274	14866
2613	16280	14860
2614	16287	14854
2615	16293	14848
2616	16301	14843
2617	16307	14837
2618	16313	14831
2619	16319	14824
2620	16326	14818
2621	16332	14812
2622	16338	14806
2623	16344	14800
2624	16351	14793
2625	16357	14788
2626	16363	14781
2627	16369	14775
2628	16375	14768
2629	16381	14762
2630	16387	14755
2631	16393	14748
2632	16399	14742
2633	16405	14735
2634	16410	14729
2635	16416	14722
2636	16422	14716
2637	16428	14709
2638	16434	14703
2639	16440	14696
2640	16446	14690
2641	16452	14683
2642	16458	14677
2643	16464	14670
2644	16470	14664
2645	16476	14657
2646	16482	14651
2647	16488	14644
2648	16494	14638
2649	16500	14632
2650	16505	14625
2651	16511	14619
2652	16517	14612
2653	16523	14606
2654	16529	14599
2655	16535	14593
2656	16541	14586
2657	16548	14580
2658	16554	14574
2659	16560	14568
2660	16566	14561
2661	16572	14555
2662	16578	14549
2663	16584	14542
2664	16590	14536
2665	16596	14529
2666	16602	14523
2667	16608	14516
2668	16614	14510
2669	16620	14503
2670	16625	14497
2671	16631	14490
2672	16637	14484
2673	16643	14477
2674	16649	14471
2675	16655	14464
2676	16661	14458
2677	16667	14451
2678	16673	14445
2679	16679	14438
2680	16686	14433
2681	16693	14427
2682	16699	14421
2683	16704	14414
2684	16711	14408
2685	16717	14402
2686	16723	14395
2687	16729	14389
2688	16735	14383
2689	16741	14376
2690	16747	14370
2691	16753	14363
2692	16759	14357
2693	16765	14351
2694	16771	14344
2695	16777	14338
2696	16783	14331
2697	16790	14325
2698	16796	14319
2699	16802	14313
2700	16808	14307
2701	16815	14301
2702	16821	14295
2703	16827	14288
2704	16833	14282
2705	16839	14275
2706	16845	14269
2707	16853	14264
2708	16860	14259
2709	16870	14255
2710	16877	14250
2711	16884	14245
2712	16890	14238
2713	16897	14232
2714	16903	14226
2715	16909	14220
2716	16917	14214
2717	16923	14208
2718	16930	14203
2719	16937	14197
2720	16943	14191
2721	16950	14185
2722	16956	14179
2723	16962	14173
2724	16970	14167
2725	16976	14161
2726	16982	14154
2727	16988	14148
2728	16994	14142
2729	17000	14135
2730	17006	14129
2731	17013	14123
2732	17022	14119
2733	17039	14122
2734	17053	14123
2735	17073	14128
2736	17094	14134
2737	17116	14141
2738	17123	14135
2739	17130	14129
2740	17136	14123
2741	17143	14117
2742	17150	14111
2743	17161	14109
2744	17170	14105
2745	17181	14103
2746	17190	14098
2747	17197	14093
2748	17204	14087
2749	17211	14082
2750	17217	14075
2751	17223	14069
2752	17229	14062
2753	17236	14056
2754	17242	14050
2755	17249	14044
2756	17256	14039
2757	17262	14032
2758	17268	14026
2759	17275	14020
2760	17281	14014
2761	17287	14007
2762	17294	14001
2763	17300	13995
2764	17307	13989
2765	17313	13983
2766	17319	13976
2767	17325	13970
2768	17331	13964
2769	17338	13958
2770	17344	13952
2771	17350	13945
2772	17357	13939
2773	17363	13933
2774	17369	13927
2775	17376	13921
2776	17382	13914
2777	17388	13908
2778	17394	13901
2779	17400	13895
2780	17407	13889
2781	17413	13882
2782	17419	13876
2783	17425	13870
2784	17431	13864
2785	17438	13858
2786	17444	13851
2787	17451	13846
2788	17458	13840
2789	17464	13833
2790	17471	13828
2791	17477	13821
2792	17484	13815
2793	17490	13809
2794	17498	13804
2795	17505	13799
2796	17512	13793
2797	17518	13787
2798	17525	13781
2799	17531	13775
2800	17539	13769
2801	17545	13763
2802	17552	13757
2803	17558	13751
2804	17565	13745
2805	17572	13739
2806	17578	13733
2807	17585	13727
2808	17591	13721
2809	17598	13715
2810	17605	13709
2811	17611	13703
2812	17618	13697
2813	17624	13691
2814	17631	13685
2815	17638	13679
2816	17644	13673
2817	17652	13668
2818	17658	13661
2819	17664	13655
2820	17671	13649
2821	17677	13643
2822	17685	13638
2823	17691	13631
2824	17697	13625
2825	17703	13619
2826	17709	13612
2827	17716	13606
2828	17722	13600
2829	17729	13594
2830	17735	13588
2831	17741	13581
2832	17748	13575
2833	17754	13569
2834	17760	13562
2835	17767	13557
2836	17773	13551
2837	17780	13545
2838	17786	13538
2839	17792	13532
2840	17799	13526
2841	17805	13520
2842	17812	13514
2843	17818	13508
2844	17825	13502
2845	17833	13497
2846	17841	13491
2847	17850	13488
2848	17858	13483
2849	17864	13476
2850	17870	13470
2851	17878	13465
2852	17885	13459
2853	17893	13454
2854	17903	13451
2855	17911	13446
2856	17919	13440
2857	17926	13435
2858	17932	13429
2859	17939	13423
2860	17945	13416
2861	17951	13410
2862	17959	13405
2863	17965	13398
2864	17972	13393
2865	17980	13387
2866	17987	13382
2867	17994	13376
2868	18000	13370
2869	18007	13364
2870	18013	13358
2871	18020	13352
2872	18026	13346
2873	18033	13340
2874	18040	13334
2875	18047	13328
2876	18054	13322
2877	18060	13316
2878	18067	13310
2879	18073	13304
2880	18080	13298
2881	18087	13292
2882	18094	13286
2883	18100	13280
2884	18107	13274
2885	18114	13268
2886	18120	13262
2887	18126	13256
2888	18132	13249
2889	18139	13243
2890	18145	13237
2891	18151	13230
2892	18158	13225
2893	18164	13218
2894	18171	13212
2895	18177	13206
2896	18183	13199
2897	18188	13192
2898	18194	13186
2899	18200	13179
2900	18206	13173
2901	18212	13166
2902	18219	13161
2903	18225	13154
2904	18232	13148
2905	18237	13141
2906	18245	13136
2907	18252	13130
2908	18258	13124
2909	18264	13117
2910	18270	13111
2911	18276	13104
2912	18284	13100
2913	18290	13093
2914	18297	13087
2915	18303	13081
2916	18310	13075
2917	18317	13069
2918	18323	13063
2919	18329	13056
2920	18336	13050
2921	18343	13044
2922	18349	13038
2923	18355	13032
2924	18361	13025
2925	18368	13019
2926	18374	13013
2927	18380	13007
2928	18386	13000
2929	18392	12994
2930	18399	12988
2931	18406	12982
2932	18412	12975
2933	18419	12970
2934	18425	12963
2935	18432	12957
2936	18438	12951
2937	18445	12945
2938	18451	12939
2939	18457	12932
2940	18464	12926
2941	18470	12920
2942	18476	12914
2943	18483	12908
2944	18489	12902
2945	18496	12895
2946	18502	12889
2947	18508	12882
2948	18514	12876
2949	18520	12870
2950	18527	12864
2951	18535	12859
2952	18542	12853
2953	18548	12847
2954	18554	12840
2955	18561	12834
2956	18568	12828
2957	18575	12823
2958	18581	12817
2959	18588	12810
2960	18594	12804
2961	18600	12797
2962	18606	12791
2963	18613	12785
2964	18619	12779
2965	18626	12773
2966	18632	12766
2967	18638	12760
2968	18644	12754
2969	18650	12747
2970	18657	12741
2971	18663	12735
2972	18671	12730
2973	18678	12724
2974	18684	12717
2975	18690	12711
2976	18697	12705
2977	18704	12699
2978	18711	12693
2979	18718	12688
2980	18725	12682
2981	18732	12676
2982	18739	12671
2983	18745	12664
2984	18752	12658
2985	18759	12652
2986	18765	12646
2987	18772	12640
2988	18778	12634
2989	18785	12628
2990	18792	12622
2991	18798	12615
2992	18805	12610
2993	18813	12605
2994	18822	12600
2995	18830	12595
2996	18838	12590
2997	18844	12584
2998	18851	12578
2999	18859	12573
3000	18867	12567
3001	18875	12562
3002	18887	12560
3003	18897	12556
3004	18908	12553
3005	18917	12548
3006	18926	12544
3007	18935	12539
3008	18943	12534
3009	18957	12533
3010	18963	12527
3011	18971	12521
3012	18978	12516
3013	18986	12510
3014	18993	12504
3015	19001	12499
3016	19008	12493
3017	19015	12487
3018	19021	12481
3019	19028	12475
3020	19036	12470
3021	19043	12464
3022	19050	12458
3023	19060	12454
3024	19069	12450
3025	19077	12444
3026	19085	12440
3027	19092	12434
3028	19099	12428
3029	19106	12422
3030	19114	12417
3031	19121	12411
3032	19127	12404
3033	19134	12399
3034	19140	12392
3035	19147	12386
3036	19154	12380
3037	19162	12375
3038	19168	12369
3039	19175	12363
3040	19183	12357
3041	19191	12352
3042	19199	12347
3043	19205	12340
3044	19212	12335
3045	19219	12329
3046	19225	12322
3047	19233	12317
3048	19239	12311
3049	19246	12305
3050	19252	12298
3051	19259	12293
3052	19266	12286
3053	19272	12280
3054	19280	12274
3055	19286	12268
3056	19293	12262
3057	19299	12256
3058	19305	12249
3059	19312	12243
3060	19318	12237
3061	19324	12231
3062	19331	12224
3063	19337	12218
3064	19343	12212
3065	19350	12205
3066	19356	12199
3067	19362	12192
3068	19368	12186
3069	19374	12180
3070	19380	12173
3071	19386	12167
3072	19392	12160
3073	19398	12154
3074	19404	12147
3075	19410	12141
3076	19416	12134
3077	19423	12128
3078	19428	12121
3079	19435	12115
3080	19441	12109
3081	19449	12103
3082	19455	12097
3083	19462	12091
3084	19468	12085
3085	19475	12079
3086	19482	12072
3087	19488	12066
3088	19495	12061
3089	19502	12054
3090	19508	12048
3091	19515	12042
3092	19521	12036
3093	19527	12029
3094	19533	12023
3095	19539	12016
3096	19545	12010
3097	19551	12003
3098	19557	11996
3099	19563	11990
3100	19569	11983
3101	19575	11977
3102	19581	11971
3103	19587	11964
3104	19593	11958
3105	19599	11951
3106	19605	11945
3107	19611	11938
3108	19618	11932
3109	19624	11926
3110	19630	11919
3111	19637	11913
3112	19643	11907
3113	19649	11900
3114	19656	11895
3115	19663	11888
3116	19669	11882
3117	19675	11876
3118	19682	11869
3119	19688	11863
3120	19694	11856
3121	19700	11850
3122	19706	11844
3123	19712	11837
3124	19719	11831
3125	19725	11825
3126	19732	11819
3127	19738	11812
3128	19744	11806
3129	19750	11799
3130	19756	11793
3131	19762	11786
3132	19768	11780
3133	19774	11774
3134	19781	11768
3135	19787	11761
3136	19794	11755
3137	19801	11749
3138	19806	11742
3139	19813	11736
3140	19819	11730
3141	19826	11724
3142	19833	11718
3143	19839	11711
3144	19848	11706
3145	19854	11700
3146	19861	11694
3147	19869	11689
3148	19876	11683
3149	19882	11677
3150	19888	11670
3151	19895	11664
3152	19901	11658
3153	19908	11651
3154	19915	11646
3155	19922	11640
3156	19928	11634
3157	19935	11627
3158	19941	11621
3159	19948	11615
3160	19955	11609
3161	19961	11603
3162	19967	11596
3163	19974	11590
3164	19980	11584
3165	20000	11585
3166	20006	11579
3167	20011	11572
3168	20017	11565
3169	20023	11559
3170	20029	11552
3171	20035	11546
3172	20041	11539
3173	20047	11533
3174	20053	11526
3175	20059	11520
3176	20065	11513
3177	20072	11507
3178	20077	11501
3179	20083	11494
3180	20089	11487
3181	20095	11481
3182	20101	11474
3183	20107	11468
3184	20113	11461
3185	20119	11455
3186	20125	11448
3187	20131	11442
3188	20137	11436
3189	20143	11429
3190	20149	11423
3191	20155	11416
3192	20161	11410
3193	20167	11403
3194	20173	11397
3195	20179	11390
3196	20185	11384
3197	20191	11377
3198	20197	11371
3199	20203	11364
3200	20209	11358
3201	20215	11351
3202	20221	11345
3203	20228	11338
3204	20236	11333
3205	20242	11327
3206	20249	11321
3207	20256	11315
3208	20262	11308
3209	20269	11302
3210	20275	11296
3211	20281	11290
3212	20288	11283
3213	20294	11277
3214	20300	11271
3215	20307	11265
3216	20313	11258
3217	20320	11252
3218	20326	11245
3219	20332	11239
3220	20338	11233
3221	20345	11227
3222	20352	11221
3223	20359	11215
3224	20366	11209
3225	20374	11203
3226	20380	11197
3227	20387	11191
3228	20393	11185
3229	20400	11179
