iter	RMSE
325	201.3256468
326	200.4599709
327	200.144756
328	199.8549362
329	197.9693982
330	196.7548866
331	195.2224411
332	193.7510036
333	193.1477917
334	192.8435375
335	191.4913346
336	190.2136609
337	188.6398851
338	186.93323
339	186.1956609
340	185.1883075
341	185.0036821
342	184.4718966
343	184.2194953
344	183.7309624
345	182.5393329
346	182.1121134
347	181.576494
348	180.2235186
349	180.0560997
350	179.5994611
351	179.3209569
352	179.1986091
353	178.69747
354	178.5471081
355	178.0682347
356	177.2931382
357	176.8682639
358	175.9699269
359	174.1362951
360	173.197736
361	172.2769805
362	171.86376
363	171.6483331
364	170.192786
365	169.8648328
366	168.9606892
367	168.4533466
368	168.0264175
369	167.2266746
370	165.949117
371	165.5750003
372	165.1484047
373	164.7161414
374	164.4802455
375	164.159224
376	163.7712121
377	162.9485844
378	162.3783257
379	162.0540127
380	161.0658962
381	160.9079457
382	160.6896291
383	159.8207575
384	159.6409708
385	158.6362413
386	158.3326098
387	158.1080595
388	157.7492718
389	156.5238009
390	155.9241367
391	155.5984513
392	155.2895701
393	154.5183623
394	154.3781514
395	154.2787095
396	154.0363488
397	153.0621887
398	152.8308264
399	152.630479
400	152.3194456
401	152.0486553
402	150.7888606
403	149.5865108
404	149.1993689
405	148.2753033
406	148.0714475
407	147.7760482
408	147.2702892
409	146.8884512
410	145.8130184
411	145.5883483
412	145.3572003
413	145.0264716
414	144.7252501
415	144.3280953
416	144.0621109
417	143.1861609
418	142.6043543
419	142.5333489
420	141.5099068
421	140.8619328
422	140.498192
423	140.1663511
424	139.3747319
425	138.243862
426	138.0974132
427	137.9512944
428	137.2780052
429	137.1399926
430	136.6916628
431	136.3591553
432	135.7784537
433	135.2418548
434	134.25182
435	133.3390752
436	132.6491821
437	132.1304244
438	131.9024703
439	131.4803557
440	131.1511075
441	130.4182512
442	130.300132
443	130.0700716
444	129.7568147
445	129.5839243
446	128.771854
447	128.2650201
448	127.8848984
449	127.1375639
450	126.7285388
451	126.6391934
452	126.4150973
453	126.294677
454	125.8493899
455	125.6130496
456	125.4800661
457	125.3682018
458	125.2896608
459	125.0656299
460	123.9045416
461	123.735772
462	123.4801633
463	123.0978139
464	122.8945074
465	122.0865967
466	121.6246447
467	121.4258487
468	121.2669951
469	120.798539
470	120.5821744
471	120.3477284
472	120.1671981
473	119.8574308
474	119.6777771
475	119.5216578
476	118.2336588
477	117.5913343
478	116.6258246
479	115.5151405
480	114.8029654
481	114.5401857
482	114.3516098
483	114.1680357
484	114.0031105
485	113.8464387
486	113.3243505
487	113.261285
488	112.8625232
489	112.6842113
490	112.5626092
491	112.3480096
492	111.7765755
493	111.2964337
494	111.1494841
495	110.876804
496	110.3748739
497	109.9924176
498	109.6994362
499	109.255904
