iter	RMSE
171	4269.565178
172	4244.826726
173	4225.748494
174	4204.371781
175	4186.565681
176	4162.315123
177	4140.060106
178	4117.496425
179	4092.808639
180	4071.0663
181	4050.339547
182	4034.775589
183	4012.718562
184	3993.789253
185	3975.89588
186	3956.144215
187	3934.042811
188	3916.536059
189	3895.44814
190	3875.175912
191	3858.34674
192	3839.801589
193	3823.733221
194	3805.325959
195	3790.882508
196	3771.959271
197	3755.340195
198	3739.494794
199	3724.230386
200	3705.221292
201	3686.13147
202	3669.190404
203	3655.151187
204	3638.237113
205	3622.839467
206	3607.541709
207	3591.120046
208	3572.112597
209	3556.461241
210	3540.54811
211	3526.187178
212	3511.070979
213	3493.674992
214	3478.738777
215	3463.617417
216	3451.030798
217	3438.344247
218	3423.381998
219	3409.135747
220	3393.92061
221	3379.971979
222	3366.94206
223	3352.233162
224	3338.733536
225	3323.489211
226	3309.626111
227	3299.06202
228	3285.320378
229	3273.790061
230	3257.905444
231	3243.11941
232	3231.367983
233	3218.144386
234	3204.311651
235	3189.255383
236	3175.956516
237	3164.077955
238	3151.90947
239	3143.075682
240	3130.590453
241	3118.64112
242	3107.298767
243	3093.099176
244	3080.456376
245	3069.954507
246	3058.146446
247	3046.729315
248	3036.031494
249	3024.150507
250	3011.032511
251	3001.631603
252	2991.547603
253	2982.053428
254	2970.320261
255	2960.288138
256	2949.666006
257	2938.869599
258	2928.888543
259	2920.976002
260	2912.523617
261	2901.560066
262	2891.414435
263	2882.557921
264	2872.750637
265	2862.814387
266	2853.06371
267	2846.477057
268	2835.376128
269	2826.17623
270	2816.939615
271	2805.773719
272	2797.450841
273	2790.924206
274	2784.066017
275	2776.619502
276	2769.149133
277	2761.506635
278	2751.623271
279	2743.455138
280	2735.740408
281	2726.713601
282	2717.391717
283	2708.426694
284	2700.564344
285	2691.940957
286	2684.303396
287	2675.420236
288	2667.540518
289	2660.048225
290	2652.345295
291	2643.499014
292	2635.075448
293	2627.24492
294	2621.594017
295	2615.495058
296	2608.277376
297	2601.210553
298	2592.948467
299	2584.416706
300	2578.478951
301	2573.473192
302	2567.960062
303	2560.69784
304	2554.537865
305	2547.822014
306	2540.287912
307	2532.760718
308	2526.816908
309	2521.695864
310	2516.183329
311	2509.446055
312	2503.839678
313	2497.028479
314	2489.565794
315	2482.799306
316	2476.35689
317	2469.569775
318	2464.688359
319	2459.222276
320	2454.295238
321	2448.265592
322	2442.435344
323	2436.436404
324	2430.745502
325	2425.842917
326	2421.703419
327	2415.382598
328	2409.792621
329	2404.510348
330	2397.702723
331	2391.721282
332	2387.054778
333	2381.116705
334	2376.422497
335	2371.635468
336	2365.903481
337	2359.866236
338	2353.993284
339	2346.597179
340	2341.854601
341	2336.942666
342	2331.748778
343	2326.246415
344	2321.893586
345	2315.883378
346	2311.786335
347	2307.314565
348	2302.256625
349	2298.085413
350	2294.943486
351	2291.028103
352	2286.152577
353	2281.381849
354	2276.167742
355	2270.845289
356	2265.800888
357	2260.248679
358	2256.768655
359	2250.748212
360	2245.460376
361	2239.374539
362	2235.074747
363	2229.899097
364	2226.53465
365	2222.228041
366	2218.515881
367	2214.46457
368	2208.906252
369	2204.847192
370	2201.145215
371	2197.735104
372	2192.774733
373	2189.309962
374	2186.270737
375	2182.592298
376	2179.001719
377	2175.33624
378	2171.176597
379	2167.049401
380	2163.073721
381	2158.355021
382	2154.523728
383	2149.100852
384	2145.765248
385	2142.389195
386	2139.461466
387	2135.305856
388	2131.177019
389	2126.241103
390	2123.866041
391	2119.517161
392	2116.970607
393	2113.448908
394	2110.199094
395	2106.904357
396	2102.30279
397	2098.28583
398	2094.63149
399	2090.105869
400	2086.486959
401	2082.635791
402	2080.024468
403	2076.614685
404	2072.46773
405	2068.514412
406	2064.893731
407	2060.5408
408	2056.974337
409	2052.803847
410	2048.428928
411	2044.929776
412	2042.59713
413	2038.644257
414	2035.335885
415	2031.602239
416	2027.808577
417	2024.506089
418	2020.937775
419	2017.46556
420	2013.73744
421	2009.155898
422	2005.597033
423	2002.707799
424	1999.881813
425	1996.033364
426	1992.85479
427	1988.565981
428	1985.651422
429	1982.082368
430	1976.947258
431	1974.420567
432	1971.487064
433	1969.116234
434	1965.866665
435	1963.055775
436	1958.724937
437	1955.628111
438	1953.661272
439	1950.736118
440	1946.876058
441	1943.930489
442	1940.374527
443	1936.600496
444	1933.698297
445	1930.048626
446	1926.864766
447	1923.636246
448	1921.090628
449	1918.55101
450	1916.669996
451	1913.930858
452	1910.963958
453	1908.51424
454	1905.51347
455	1902.837846
456	1900.815254
457	1898.34804
458	1894.67545
459	1892.372727
460	1889.915994
461	1887.302117
462	1885.014776
463	1881.124936
464	1878.934679
465	1876.256157
466	1871.80253
467	1868.475854
468	1866.023604
469	1863.248478
470	1859.640835
471	1857.040504
472	1854.244555
473	1851.407797
474	1847.940744
475	1845.413701
476	1842.152784
477	1839.505462
478	1836.712731
479	1833.837473
480	1831.494291
481	1828.81693
482	1826.6753
483	1823.239814
484	1820.03834
485	1817.199489
486	1814.377133
487	1811.880397
488	1809.303812
489	1807.070945
490	1805.210623
491	1801.479324
492	1798.280644
493	1795.793545
494	1793.644313
495	1790.582914
496	1788.443465
497	1785.703691
498	1783.869051
499	1781.719603
500	1778.723963
501	1777.158079
502	1773.983447
503	1772.397996
504	1769.902581
505	1767.771516
506	1763.888493
507	1762.548175
508	1761.302877
509	1759.230238
510	1757.020798
511	1755.200506
512	1752.134068
513	1750.052931
514	1747.873314
515	1746.076383
516	1744.018581
517	1742.29955
518	1740.893162
519	1739.045627
520	1736.472871
521	1733.556431
522	1731.877832
523	1729.632789
524	1726.463478
525	1723.657344
526	1721.877614
527	1719.747501
528	1717.220832
529	1715.84646
530	1714.202217
531	1712.403523
532	1710.332792
533	1708.311158
534	1706.601635
535	1705.498479
536	1702.192623
537	1700.335544
538	1698.103988
539	1695.426469
540	1693.69638
541	1691.90271
542	1689.451368
543	1687.051509
544	1685.566807
545	1683.905112
546	1681.410265
547	1679.074575
548	1676.920648
549	1675.494235
550	1672.715256
551	1671.059297
552	1669.134783
553	1667.39856
554	1665.81681
555	1664.464048
556	1662.334005
557	1661.025188
558	1658.471377
559	1656.168665
560	1653.479889
561	1651.434329
562	1649.646517
563	1646.238382
564	1643.055883
565	1641.263845
566	1639.771518
567	1637.654193
568	1635.907341
569	1633.738572
570	1631.724704
571	1629.617447
572	1627.698789
573	1625.987005
574	1624.482671
575	1622.43315
576	1621.04808
577	1618.772817
578	1616.2426
579	1614.599656
580	1611.720089
581	1610.289149
582	1608.712579
583	1606.776442
584	1605.248102
585	1604.094495
586	1602.300018
587	1600.111879
588	1598.394722
589	1596.526231
590	1595.45929
591	1593.529815
592	1591.695282
593	1588.51944
594	1586.673868
595	1583.661421
596	1582.249583
597	1580.88723
598	1579.548104
599	1577.71076
600	1576.242832
601	1574.646797
602	1572.385199
603	1570.753519
604	1568.265549
605	1566.070672
606	1563.196532
607	1561.591838
608	1560.007614
609	1558.629529
610	1557.251888
611	1555.53734
612	1553.872616
613	1552.166025
614	1550.659736
615	1548.762973
616	1547.228506
617	1544.532541
618	1542.783023
619	1540.658563
620	1539.135479
621	1536.059328
622	1534.67355
623	1533.253902
624	1531.050157
625	1529.010066
626	1526.982164
627	1523.810608
628	1521.435318
629	1519.210035
630	1517.742777
631	1515.342645
632	1513.311356
633	1511.333136
634	1508.499973
635	1506.251446
636	1504.883601
637	1503.514217
638	1501.834392
639	1498.994274
640	1497.235345
641	1495.403462
642	1493.279709
643	1491.751479
644	1490.366564
645	1488.029045
646	1487.099016
647	1485.397546
648	1482.582628
649	1480.211097
650	1479.204587
651	1478.2183
652	1475.854834
653	1474.48641
654	1472.527706
655	1470.992611
656	1469.331551
657	1466.417179
658	1464.538353
659	1463.189248
660	1460.510321
661	1459.062543
662	1457.25641
663	1456.26191
664	1454.986592
665	1452.626484
666	1450.938633
667	1449.914284
668	1448.545691
669	1447.744731
670	1445.660141
671	1443.806969
672	1442.177221
673	1440.304096
674	1437.968592
675	1435.997259
676	1434.044031
677	1432.690813
678	1430.899776
679	1429.379637
680	1427.796993
681	1425.675462
682	1424.316589
683	1422.814706
684	1421.663308
685	1420.286041
686	1419.178852
687	1416.952885
688	1415.65609
689	1414.182701
690	1412.161835
691	1410.832793
692	1409.436822
693	1407.697894
694	1406.645144
695	1405.61845
696	1404.103483
697	1402.058597
698	1399.506334
699	1397.476357
700	1394.993856
701	1392.493035
702	1391.572458
703	1389.691468
704	1388.152507
705	1387.083683
706	1385.97088
707	1385.304861
708	1383.265167
709	1381.260379
710	1379.942765
711	1378.347351
712	1377.326321
713	1375.557575
714	1374.037531
715	1372.816813
716	1371.641632
717	1370.168648
718	1368.915433
719	1367.395708
720	1366.443894
721	1364.273043
722	1362.636426
723	1360.987862
724	1359.670195
725	1358.698758
726	1356.800455
727	1355.0555
728	1353.218317
729	1352.293125
730	1351.410738
731	1349.714291
732	1347.124414
733	1344.869802
734	1342.181108
735	1340.403675
736	1338.196856
737	1336.643787
738	1334.942834
739	1333.084613
740	1331.079702
741	1329.591918
742	1327.49661
743	1326.206375
744	1325.532538
745	1323.298532
746	1322.273531
747	1320.65213
748	1318.836456
749	1317.865679
750	1316.850758
751	1314.769175
752	1312.692026
753	1311.054034
754	1309.558872
755	1307.519554
756	1306.594531
757	1305.06815
758	1304.169067
759	1302.641269
760	1300.633235
761	1299.234043
762	1297.756163
763	1297.000726
764	1295.019485
765	1294.155976
766	1292.64682
767	1290.936979
768	1289.960645
769	1288.750424
770	1287.812318
771	1285.474344
772	1283.366265
773	1282.047378
774	1280.506565
775	1279.028951
776	1277.877255
777	1277.079449
778	1275.270544
779	1273.397058
780	1271.479157
781	1270.654527
782	1269.796096
783	1268.139269
784	1267.26877
785	1265.878653
786	1264.320661
787	1263.662745
788	1262.724483
789	1261.447773
790	1259.946315
791	1258.495449
792	1257.514806
793	1255.729426
794	1254.281297
795	1253.305964
796	1252.47398
797	1250.703448
798	1248.565411
799	1247.875555
800	1246.357958
801	1245.73033
802	1245.008953
803	1244.475812
804	1242.657233
805	1241.766863
806	1240.349879
807	1239.248767
808	1237.455792
809	1236.929488
810	1235.571049
811	1233.289677
812	1231.594951
813	1230.229639
814	1228.931493
815	1227.678883
816	1226.64621
817	1225.858056
818	1224.08889
819	1223.473985
820	1222.97341
821	1221.646431
822	1219.988521
823	1219.213037
824	1218.623464
825	1218.039522
826	1216.443453
827	1214.724627
828	1213.223084
829	1211.525727
830	1210.785132
831	1209.137905
832	1208.476052
833	1207.107217
834	1205.969931
835	1204.641789
836	1203.826077
837	1203.259627
838	1202.56972
839	1201.672675
840	1200.931057
841	1199.298179
842	1198.759866
843	1198.142239
844	1196.442606
845	1194.583332
846	1193.939112
847	1193.157942
848	1191.323271
849	1190.633137
850	1189.23157
851	1188.541794
852	1186.945771
853	1186.194527
854	1185.631515
855	1184.465972
856	1183.844758
857	1183.401017
858	1183.010988
859	1181.88785
860	1181.371371
861	1180.87798
862	1179.930893
863	1178.725702
864	1178.179651
865	1177.747368
866	1176.509996
867	1174.772226
868	1173.839889
869	1172.686749
870	1172.319368
871	1171.845941
872	1170.387665
873	1168.319727
874	1166.60896
875	1164.962503
876	1164.545701
877	1164.005917
878	1162.843267
879	1161.870495
880	1161.029044
881	1160.434311
882	1159.425697
883	1158.225442
884	1157.734996
885	1156.1846
886	1155.824117
887	1154.82914
888	1153.872323
889	1152.184019
890	1151.789008
891	1150.422377
892	1149.935158
893	1148.165918
894	1146.877688
895	1145.410336
896	1144.460354
897	1144.07584
898	1143.01545
899	1141.92635
900	1140.832359
901	1139.232805
902	1137.962517
903	1136.63163
904	1135.561718
905	1134.009242
906	1132.81529
907	1131.527106
908	1130.041881
909	1128.71811
910	1128.342142
911	1127.208452
912	1126.699209
913	1125.189522
914	1124.624278
915	1123.897591
916	1122.245195
917	1121.617157
918	1120.455859
919	1118.739631
920	1117.354742
921	1115.650033
922	1114.768134
923	1114.344548
924	1113.910843
925	1112.716955
926	1111.55533
927	1111.080535
928	1109.749903
929	1108.771574
930	1107.257287
931	1105.468443
932	1104.363337
933	1102.997413
934	1102.02781
935	1100.532011
936	1099.720403
937	1099.366783
938	1099.016383
939	1097.93496
940	1097.047824
941	1095.923157
942	1094.736209
943	1093.464133
944	1092.247013
945	1091.245668
946	1090.466562
947	1089.714508
948	1088.01029
949	1086.710764
950	1085.430852
951	1084.369903
952	1083.297636
953	1082.956541
954	1081.336949
955	1080.662868
956	1080.370678
957	1079.780215
958	1079.426174
959	1078.542877
960	1077.409616
961	1076.355025
962	1076.024783
963	1074.537859
964	1073.335013
965	1072.611717
966	1070.84657
967	1069.717718
968	1068.560228
969	1067.505209
970	1066.321413
971	1065.26278
972	1064.557825
973	1063.981423
974	1062.594281
975	1061.838915
976	1061.561401
977	1060.394802
978	1059.560645
979	1058.330129
980	1057.135467
981	1056.36729
982	1055.253188
983	1054.260765
984	1053.210948
985	1052.388624
986	1051.343949
987	1050.15593
988	1049.329718
989	1049.002931
990	1048.578528
991	1048.271836
992	1046.950256
993	1046.136164
994	1044.935198
995	1043.883672
996	1042.885026
997	1041.505537
998	1040.548443
999	1039.14092
